pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
25426625,Novel virtual screening approach for the discovery of human tyrosinase inhibitors.,"Tyrosinase is the key enzyme involved in the human pigmentation process, as well as the undesired browning of fruits and vegetables. Compounds inhibiting tyrosinase catalytic activity are an important class of cosmetic and dermatological agents which show high potential as depigmentation agents used for skin lightening. The multi-step protocol employed for the identification of novel tyrosinase inhibitors incorporated the Shape Signatures computational algorithm for rapid screening of chemical libraries. This algorithm converts the size and shape of a molecule, as well its surface charge distribution and other bio-relevant properties, into compact histograms (signatures) that lend themselves to rapid comparison between molecules. Shape Signatures excels at scaffold hopping across different chemical families, which enables identification of new actives whose molecular structure is distinct from other known actives. Using this approach, we identified a novel class of depigmentation agents that demonstrated promise for skin lightening product development.",2014,PloS one,hydroquinone,skin,unspecified,unspecified,unspecified,cosmetics product study | food/dietary exposure,,
25294296,Uniaxially aligned electrospun cellulose acetate nanofibers for thin layer chromatographic screening of hydroquinone and retinoic acid adulterated in cosmetics.,"Uniaxially aligned cellulose acetate (CA) nanofibers were successfully fabricated by electrospinning and applied to use as stationary phase for thin layer chromatography. The control of alignment was achieved by using a drum collector rotating at a high speed of 6000 rpm. Spin time of 6h was used to produce the fiber thickness of about 10 μm which was adequate for good separation. Without any chemical modification after the electrospinning process, CA nanofibers could be readily devised for screening hydroquinone (HQ) and retinoic acid (RA) adulterated in cosmetics using the mobile phase consisting of 65:35:2.5 methanol/water/acetic acid. It was found that the separation run on the aligned nanofibers over a distance of 5 cm took less than 15 min which was two to three times faster than that on the non-aligned ones. On the aligned nanofibers, the masses of HQ and RA which could be visualized were 10 and 25 ng, respectively, which were two times lower than those on the non-aligned CA fibers and five times lower than those on conventional silica plates due to the appearance of darker and sharper of spots on the aligned nanofibers. Furthermore, the proposed method efficiently resolved HQ from RA and ingredients commonly found in cosmetic creams. Due to the satisfactory analytical performance, facile and inexpensive production process, uniaxially aligned electrospun CA nanofibers are promising alternative media for planar chromatography.",2014,Journal of chromatography. A,hydroquinone,unspecified,unspecified,unspecified,retinol,cosmetics product study | skin/topical study | industrial/occupational | analytical/method study,,
25286980,Laser (755 nm) and cryotherapy as depigmentation treatments for vitiligo: a comparative study.,"Depigmentation therapy can be an option in adults with extensive and refractory vitiligo. Remaining pigmented patches can be removed using depigmentation creams (monobenzyl ether of hydroquinone 20%), laser therapy or cryotherapy. In contrast to cream treatment, laser therapy and cryotherapy are fast and targeted methods, capable of destroying melanocytes selectively on one specific area. Up till now, controlled trials comparing laser and cryotherapy as depigmenting treatment in vitiligo are lacking. We performed a retrospective comparative study in 22 generalized vitiligo patients. Thirty-one pigmented test regions were exposed to cryotherapy and 20 to 755 nm laser therapy. The mean surface area per test region was 3.55 cm2 and number of treatments per test region was limited to one single session in 84.3% and varied up to four sessions (2.0%). Overall no significant difference in the capacity to induce depigmentations was observed between cryotherapy (46.7%) and laser therapy (42.9%) after one treatment. The percentage of induced depigmentation was significantly different according to the body location (P = 0.005) with best results on the trunk, followed by the arms, face, neck and less on the hands. Variables that positively influenced depigmentation results were a younger age of vitiligo onset (P = 0.012), skin type V (P < 0.001) and clinical presence of Koebner's phenomenon (P = 0.039). Despite initial failure after one treatment, repetitive treatment sessions on eight test areas resulted in successful depigmentation. Side-effects were restricted to cryotherapy and concerned mainly hyperpigmentation in the face. To our knowledge, this is the first study comparing head-to-head depigmentation strategies intra- and inter-individually. We could demonstrate that in general laser and cryotherapy are equally effective in inducing depigmentations in generalized vitiligo patients. Retreatment of the same area may be required in case of initial failure.",2015,Journal of the European Academy of Dermatology and Venereology : JEADV,hydroquinone,skin,unspecified,unspecified,unspecified,skin/topical study | clinical/hospital study,,
25269451,Evidence-based treatment for melasma: expert opinion and a review.,"Melasma is one of the most common pigmentary disorders seen by dermatologists and often occurs among women with darker complexion (Fitzpatrick skin type IV-VI). Even though melasma is a widely recognized cause of significant cosmetic disfigurement worldwide and in India, there is a lack of systematic and clinically usable treatment algorithms and guidelines for melasma management. The present article outlines the epidemiology of melasma, reviews the various treatment options along with their mode of action, underscores the diagnostic dilemmas and quantification of illness, and weighs the evidence of currently available therapies. A panel of eminent dermatologists was created and their expert opinion was sought to address lacunae in information to arrive at a working algorithm for optimizing outcome in Indian patients. A thorough literature search from recognized medical databases preceded the panel discussions. The discussions and consensus from the panel discussions were drafted and refined as evidence-based treatment for melasma. The deployment of this algorithm is expected to act as a basis for guiding and refining therapy in the future. It is recommended that photoprotection and modified Kligman's formula can be used as a first-line therapy for up to 12 weeks. In most patients, maintenance therapy will be necessary with non-hydroquinone (HQ) products or fixed triple combination intermittently, twice a week or less often. Concomitant camouflage should be offered to the patient at any stage during therapy. Monthly follow-ups are recommended to assess the compliance, tolerance, and efficacy of therapy. The key therapy recommended is fluorinated steroid containing 2-4% HQ-based triple combination for first line, with additional selective peels if required in second line. Lasers are a last resort.",2014,Dermatology and therapy,hydroquinone,skin,unspecified,sunscreen,unspecified,cosmetics product study | sunscreen/UV filter study | clinical/hospital study | epidemiological study,,
25266189,Nephrotic syndrome of minimal change disease following exposure to mercury-containing skin-lightening cream.,"A 28-year-old female suffered from nephrotic syndrome after a long-term use of mercury-containing, skin-lightening cream. The blood and urinary mercury content of this patient increased with use. Renal biopsy showed minimal change disease. Her symptoms were relieved 6 months after discontinuing use of the cream and receiving sodium dimercaptosulfonate and glucocorticosteroid treatments. Proteinuria disappeared, and blood and urinary mercury levels returned to normal. Previous reports of nephrotic syndrome caused by mercury-containing, skin-lightening creams have mostly been identified as be.ing due to membranous nephropathy. Minimal change disease has been reported in a few case reports published in the English language. Here we report a case of nephrotic syndrome with minimal change disease following exposure to a mercury-containing, skin-lightening cream. We also reviewed relevant published reports to summarize clinical features and treatments and to explore the possible mechanisms involved.",2014,Annals of Saudi medicine,hydroquinone,skin | kidney | blood,unspecified,unspecified,unspecified,skin/topical study | clinical/hospital study,,
25265986,"A randomized, double-blind, placebo-controlled clinical trial on the efficacy and safety of 3% Rumex occidentalis cream versus 4% hydroquinone cream in the treatment of melasma among Filipinos.","Melasma is a commonly acquired hyperpigmentation symmetrically distributed on the face, neck, and arms. The skin-lightening properties of Rumex occidentalis make it a therapeutic alternative to the reference standard treatment of hydroquinone (HQ). This study was conducted to evaluate the safety and efficacy of 3% R. occidentalis cream versus 4% HQ cream in the management of epidermal and mixed melasma. This was a randomized, double-blind, placebo-controlled trial. Forty-five subjects with epidermal and mixed melasma were recruited to compare 3% R. occidentalis cream, 4% HQ cream, and placebo cream applied twice daily for eight weeks. Changes in pigmentation were measured every two weeks using the Melasma Area Severity Index (MASI) and a mexameter. Adverse events were noted on every visit. Patient and investigator global evaluations were performed at the end of the study. Overall mean MASI and mexameter readings in the three groups decreased from baseline to week 8. The greatest decline in score from weeks 2 to 6 was achieved by the HQ group, followed by the R. occidentalis group. By week 8, the R. occidentalis group showed a greater mean ± standard deviation decline in MASI and mexameter readings from baseline (MASI: 0.60 ± 0.86; mexameter: 50.56 ± 25.63) than the HQ group (MASI: 0.55 ± 0.62; mexameter: 45.89 ± 47.83). The efficacy of R. occidentalis cream and HQ cream were assessed as similarly favorable by both study subjects and investigators. Rumex occidentalis 3% cream is a safe and effective skin-lightening agent for melasma and is comparable in efficacy with 4% HQ cream.",2014,International journal of dermatology,hydroquinone,skin,unspecified,unspecified,unspecified,skin/topical study | clinical/hospital study,,
25196692,Women's perceptions of the benefits and risks of skin-lightening creams in two South African communities.,"Skin-lightening products are commonly used by black communities in South Africa and worldwide. This practice has deep historical and cultural roots and is associated with adverse cutaneous effects. A cross-sectional survey of 579 African and Indian women aged 18-70 years was conducted in two large public hospitals in Durban, South Africa. There were 292 Africans and 287 Indians included in the survey sample. Of these 32.3% had used skin-lightening products (60% of Africans and 40% of Indians). Most of those who had used skin lighteners (85 of Africans and 76% of Indians) claimed awareness of the adverse effects of the products, although this did not appear to inform knowledge of the product, how it was used, nor the decision to use the product. Most users (90%) expressed satisfaction with results achieved but 32% reported adverse events. Skin-lightening products are used by a third of African and Indian women in South Africa Cultural and historical perceptions equating a fairer skin with social advantage are pervasive and strongly reinforced by the media. There is a poor understanding of the risks associated with the use of these products. Public education campaigns are required to teach consumers about these risks and the importance of concomitant use of sunscreens with these products.",2014,Journal of cosmetic dermatology,hydroquinone,skin,unspecified,sunscreen,unspecified,sunscreen/UV filter study | skin/topical study | clinical/hospital study | epidemiological study,,
25184923,Vulvar vitiligo-like depigmentation and multiple halos of hypomelanosis at the trunk following treatment with imiquimod 5% cream for vulvar condylomata: casual or related events?,"A 25-year-old Caucasian female with multiple genital warts involving the vulvar area was treated with imiquimod 5% cream. During follow-up the patient developed areas of hypopigmentation at the site of application of imiquimod cream and areas of hypomelanosis around multiple preexisting nevi of the trunk. At 18 months follow-up genital depigmentation persisted and halo nevi of the trunk were still present. Different mechanisms of imiquimod-induced depigmentation have been reported. Halo nevi are considered expression of an autoimmune response. In the case presented here, it might be conceivable that both vitiligo-like depigmentation at the site of application and halo of hypomelanosis around melanocytic nevi have been induced by the same immunologic mechanism elicited by topical application of imiquimod.",2014,Anais brasileiros de dermatologia,hydroquinone,immune system,immune disruption,unspecified,unspecified,skin/topical study | clinical/hospital study,,
25121050,Dermatology Specific Quality of Life in Vitiligo Patients and Its Relation with Various Variables: A Hospital Based Cross-sectional Study.,"Vitiligo is an acquired, idiopathic skin disease characterized by progressive loss of the inherited skin color. Vitiligo has a special significance to patients in our country because depigmentation is obvious on dark skin and due to the enormous stigma that the disease carries. One hundred vitiligo patients aged more than 18 years were included in our hospital based study depending on inclusion and exclusion criteria. All the patients were asked to fill a validated Hindi version of DLQI questionnaire. DLQI scores and its interpretation were recorded separately. correlation of DLQI Scores with different variables like age, body surface area, duration of disease and socioeconomic status were studied using Pearson's correlations. Mean DLQI scores were also compared between different groups. Male and female patient were statistically similar in all variables, like their age, BSA of the involvement and DLQI score. DLQI interpretation showed that out of 100 patients of vitiligo, 16 felt no effect of vitiligo on their quality of life while 84 patients reported small to very large effect on their quality of life. Out of this 84, 37 felt small effects, 21 felt moderate effect and rest 26 felt very large effect on their quality of life. There was no significant difference among the different groups mentioned except very large effect on quality of life seen significantly more in unmarried patients compared to married one. Vitiligo although a cosmetic disease without any symptoms, it carry a significant social stigma especially in Indian society. Data interpretation in this study indicates that vitiligo affects QOL in majority of vitiligo patients and such patients require more aggressive and empathic attitude from a dermatologist to cure/improve this so called chronic cosmetic disease.",2014,Journal of clinical and diagnostic research : JCDR,hydroquinone,skin,unspecified,unspecified,unspecified,cosmetics product study | clinical/hospital study | epidemiological study,,
25078981,Follow-up of solar lentigo depigmentation with a retinaldehyde-based cream by clinical evaluation and calibrated colour imaging.,"To assess an objective method evaluating the effects of a retinaldehyde-based cream (RA-cream) on solar lentigines; 29 women randomly applied RA-cream on lentigines of one hand and a control cream on the other, once daily for 3 months. A specific method enabling a reliable visualisation of the lesions was proposed, using high-magnification colour-calibrated camera imaging. Assessment was performed using clinical evaluation by Physician Global Assessment score and image analysis. Luminance determination on the numeric images was performed either on the basis of 5 independent expert's consensus borders or probability map analysis via an algorithm automatically detecting the pigmented area. Both image analysis methods showed a similar lightening of ΔL* = 2 after a 3-month treatment by RA-cream, in agreement with single-blind clinical evaluation. High-magnification colour-calibrated camera imaging combined with probability map analysis is a fast and precise method to follow lentigo depigmentation.",2015,Skin research and technology : official journal of International Society for Bioengineering and the Skin (ISBS) [and] International Society for Digital Imaging of Skin (ISDIS) [and] International Society for Skin Imaging (ISSI),hydroquinone,eye,unspecified,unspecified,unspecified,skin/topical study,,
25014866,'Fishy' Make-up on the Hook for Mercury Exposure: A Case Series.,"This report examines the source and outcome of four Barbadian women with extremely high hair mercury concentrations (361-5617 µg/g inorganic mercury) due to topical application of mercury containing skin-lightening cosmetics. Inorganic hair and urine mercury analysis was done at the toxicological centre laboratory of the Institut National de Santé Publique du Québec (Standard Council of Canada accredited). The clinical examinations were performed on location at the Queen Elizabeth Hospital of Barbados. Urine samples [7-135 µg/L, normal < 2 µg/L] revealed elevated mercury concentrations signifying systemic exposure. Reported symptoms during the clinical examination were consistent but nonspecific to chronic mercury exposure. Evidently, cosmetics containing dangerous levels of mercury are still available for purchase in Barbados and should be entirely banned.",2013,The West Indian medical journal,hydroquinone,skin,unspecified,unspecified,unspecified,cosmetics product study | skin/topical study | clinical/hospital study | biomonitoring study,,
24984669,Effectiveness of Er:YAG and CO2 lasers in the management of gingival melanin hyperpigmentation.,"Although clinical melanin pigmentation does not present itself as a medical problem or a disease entity, ""black gums"" is a major esthetic complaint for many people, who often requests cosmetic corrections. Gingival depigmentation can be carried out using many procedures; lasers of various types being a new addition. This study was undertaken to evaluate and compare the effectiveness of CO2 and Er:YAG lasers for the treatment of gingival melanin hyper pigmentation. Twenty young age and gender matched subjects were selected for a randomized split mouth depigmentation procedure using Er:YAG (Group A) and CO2 laser (Group B). Parameters evaluated were: Dummet index, Hedin melanin Index, Gingival and Plaque Index, time taken for the procedure, bleeding during the procedure, VAS scale for pain perception and wound healing and patient preference for the procedure. Wilcoxon signed rank test, Chi-square test, paired t test were used to analyze statistical significance between different variables. CO2 laser treatment caused increased pain and delayed wound healing when compared to Er:YAG laser treatment. Although both treatment modalities are highly effective depigmentation procedures, giving excellent esthetics results; when pain, wound healing and patient preferences were considered Er:YAG outscored CO2 Laser. The effectiveness of the Er:YAG and CO2 laser for the treatment of gingival melanin depigmentation was evaluated clinically and histologically, although both treatment modalities are highly effective, giving excellent esthetics results, however, when pain and wound healing were considered Er:YAG was better than CO2 laser.",2014,Oral health and dental management,hydroquinone,unspecified,unspecified,unspecified,unspecified,cosmetics product study | clinical/hospital study,,
24847406,Hydroquinone-free Skin Brightener System for the Treatment of Moderate-to-severe Facial Hyperpigmentation.,"To evaluate the efficacy and tolerability of a multimodal skin-brightening regimen in subjects with facial hyperpigmentation. Open-label, single-center clinical study with clinical assessments at baseline, Week 4, Week 8, and Week 12. Subjects were instructed to apply the skin-brightening complex onto their facial skin, twice daily, for 12 weeks. Subjects also applied a nonprescription retinol product, moisturizer, and sunscreen. Twenty-one subjects, aged 41 to 65 years, with Fitzpatrick skin types II to IV and moderate-to-severe facial hyperpigmentation completed the study. Overall hyperpigmentation and tolerability (objective and subjective) assessments were conducted at all visits. In addition, global improvement in hyperpigmentation was assessed at all follow-up visits. A self-assessment questionnaire was completed by subjects at Week 12. At baseline and Weeks 4, 8, and 12, subjects were assessed for overall hyperpigmentation and global improvement. Standardized digital photographs were also taken of the subjects' facial skin at all visits. Subjects completed a self-assessment questionnaire at Week 12. Statistically significant reductions in mean Overall Hyperpigmentation scores and significant improvements in mean Global Improvement scores compared to baseline were observed at all follow-up visits (all p<0.001). These clinical observations were supported by standardized digital photography. In addition, the skin-brightening regimen was highly rated by subjects on all of the questionnaire parameters. The results from this study suggest that the multimodality skin-brightening regimen may provide a comprehensive and optimal treatment option to help reduce facial hyperpigmentation.",2014,The Journal of clinical and aesthetic dermatology,hydroquinone,skin,unspecified,moisturizer | sunscreen,retinol,sunscreen/UV filter study | skin/topical study | clinical/hospital study,,
24817899,Irritant contact dermatitis risk of common topical traditional chinese medicines used for skin-lightening: a pilot clinical trial with 30 volunteers.,"Topical traditional Chinese medicine- (TTCM-) related contact dermatitis is not uncommon but ignored. Patch and photopatch tests using 6 individual herbal ingredients and Bai-Zhi-Kao (BZK; ), a skin-lightening TTCM preparation, were conducted on 30 participants. Twenty-five subjects showed at least 1 positive reaction, including 6 (20.0%) participants who reacted to BZK. The majority reacted to Radix Ampelopsis japonica (Bai-Lian; ) (60.0%), whereas few reacted to Rhizoma Bletilla striata (Bai-Ji; ) (16.7%), Rhizoma Atractylodis macrocephalae (Bai-Zhu; ) (10.0%), Radix Angelicae dahuricae (Bai-Zhi; ) (3.3%), and Herba asari (Xi-Xin; ) (3.3%). In the photopatch test, 3 participants (10.0%) reacted positively to BZK and 10 to ≥1 constituent; however, all reacted to Radix Angelicae dahuricae (26.7%), Radix Ampelopsis japonica (13.3%), and Rhizoma Bletilla striata (3.3%). In contrast, no subjects showed positive reactions to Sclerotium Poria cocos (Bai-Fu-Ling; ). Thus, BZK and its constituents might present potential latent risk of contact dermatitis owing to the possible presence of Radix Ampelopsis japonica and Radix Angelicae dahuricae. Furthermore, TTCMs, particularly cosmetic products, must be used carefully, with ample warning of potential contact dermatitis risk.",2014,Evidence-based complementary and alternative medicine : eCAM,hydroquinone,skin,skin sensitization,unspecified,unspecified,cosmetics product study | skin/topical study | clinical/hospital study,,
24684165,"Triple combination as adjuvant to cryotherapy in the treatment of solar lentigines: investigator-blinded, randomized clinical trial.","Post-inflammatory hyperpigmentation is a frequent concern when treating solar lentigines. To assess the safety and efficacy of a triple combination cream with fluocinolone acetonide 0.01%, hydroquinone 4% and tretinoin 0.05% as adjuvant to cryotherapy in the treatment of solar lentigines in hands dorsum, and in the prevention of post-inflammatory hyperpigmentation after cryotherapy. This prospective, randomized, controlled, investigator-blinded, single-centre study enrolled 50 patients. Twenty-five patients received a 2-week daily triple combination cream plus sunscreen pre-treatment and 25 received sunscreen alone. After that, cryotherapy was performed in all patients followed by a 3-week recovery period. After this period, patients received the same initial treatment and were followed up for 8 weeks. Melanin and erythema levels of a target and a control lentigo were objectively measured using a narrowband reflectance spectrophotometer. Lentigines count, colour homogeneity and global improvement were also assessed. The number of solar lentigines reduced in the first 2 weeks only in patients who used the triple combination 25 ± 7 vs. 22 ± 8 (P < 0.0001), and reduced at the end of the study for both groups (P < 0.0001). The melanin levels also reduced in the first 2 weeks only in patients who used the triple combination 297 ± 69 vs. 273 ± 66 (P < 0.0001) and reduced at the end of the study for both groups (P < 0.0001). Erythema and residual blisters from cryotherapy were the reported adverse reactions. Triple combination cream can be used to enhance the resolution of solar lentigines, and to significantly reduce melanin levels and lentigines count, improving treatment results. It was well-tolerated and did not increase the occurrence of neither erythema nor other side-effects after the cryotherapy.",2015,Journal of the European Academy of Dermatology and Venereology : JEADV,hydroquinone,unspecified,unspecified,sunscreen,retinol,sunscreen/UV filter study | skin/topical study | clinical/hospital study,,
24612323,The practice of skin-bleaching for a cosmetic purpose in immigrant communities.,"Using skin-lightening compounds for a cosmetic purpose that are normally restricted to medical use or forbidden has become a world-wide practice. Complications are numerous. Immigrant communities often import their practice from their original country. A review of the literature on the subject of complications of cosmetic skin-bleaching, with special focus on data concerning immigrants originating from highly endemic countries, was conducted. Complications of cosmetic skin-bleaching are common, involving mainly the skin although some general complications are also reported with a growing incidence. The high frequency of this practice, added to the frequency of various complications, suggests it might be considered as a genuine public health problem currently.",2014,Journal of travel medicine,hydroquinone,skin,unspecified,unspecified,unspecified,cosmetics product study | epidemiological study,,
24507202,[Cosmetic depigmentation and associated socio-behavioral factors].,,2014,Annales de dermatologie et de venereologie,hydroquinone,unspecified,unspecified,unspecified,unspecified,cosmetics product study,,
24502312,A combination of nonoperative treatment modalities used for treatment of keloids.,"Keloid is one abnormal wound healing that occurs commonly in predisposed individuals. Many treatment modalities have been tried, either alone or in variety, including surgical removal, laser therapy, radiation therapy, silicone cream or gel application, cryosurgery, and intralesional injection of various agents. These treatment options have been practiced with largely transient and limited success. In the present study, the present authors prospectively assessed the efficacy of combination methods of the treatment of recalcitrant keloid. One hundred fifty-one sites of keloids in 122 patients were chosen, age of patients varied between 15 and 60 years, size of scar more than 2 cm(2) with pain, itch, or other discomfort, and duration of more than 2 years. Keloids were treated with combination methods of lasers and (32) P radiation on originating scars. One hundred eleven of 151 evaluated sites scored ""excellence"" and 40 belonged to ""effectiveness"". These patients demonstrated local control and have remained free of local recurrence for more than 2 years. In addition, there were only 21 and 32 sites with pigmentation and depigmentation, respectively. Over the past 5 years, we established a treatment protocol combining laser with (32) P-patch contact brachyradiotherapy, which represents a safe and effective option in the treatment of keloids.",2014,Dermatologic therapy,hydroquinone,unspecified,unspecified,unspecified,silicone,skin/topical study | clinical/hospital study,,
24488289,Post-operative surgical-site infection from skin bleaching: a case report.,Prolonged application of steroid containing cream can pose a serious challenge to users. Apart from making the skin lighter it creates a spectrum of diseases in those that use them as the adrenal glands are suppressed and are unable to secrete more steroids when required. The objective is to report on a patient who presented with severe sepsis after a long period of application of steroids to the skin. A patient who has applied steroids to the skin over a prolonged period was followed up during treatment to ascertain the complications that the patient sustained during the period of treatment. The patient was found to have developed a pelvic induration without abscess. She also had a large anterior abdominal wall abscess superficial to the external oblique muscle extending towards the left flank.,2013,West African journal of medicine,hydroquinone,skin | kidney,unspecified,unspecified,unspecified,skin/topical study | clinical/hospital study,,
24438951,Systematic review of randomized controlled trials on interventions for melasma: an abridged Cochrane review.,"Multiple treatments exist for melasma; they are often substandard and associated with side effects. We sought to assess the effectiveness of interventions used in the management of all types of melasma. We undertook a systematic review using the methodology of the Cochrane Collaboration. We included 20 studies with a total of 2125 participants covering 23 different treatments. A meta-analysis was not possible because of the heterogeneity of treatments. Triple-combination cream (hydroquinone, tretinoin, and fluocinolone acetonide) was more effective at lightening melasma than hydroquinone alone (relative risk 1.58, 95% confidence interval 1.26-1.97) or any of the agents in a dual-combination cream. Azelaic acid (20%) was significantly more effective than 2% hydroquinone (relative risk 1.25, 95% confidence interval 1.06-1.48) at lightening melasma. In 2 studies where tretinoin was compared with placebo, objective measures demonstrated significant reductions in the severity. However, only in 1 study did participants rate a significant improvement (relative risk 13, 95% confidence interval 1.88-89.74). There was poor methodology, a lack of standardized outcome assessments, and short duration of studies. The current limited evidence supports the efficacy of multiple interventions. Randomized controlled trials on well-defined participants with long-term outcomes are needed.",2014,Journal of the American Academy of Dermatology,hydroquinone,unspecified,unspecified,unspecified,retinol,skin/topical study,,
24397882,Inhibition of melanin content by Punicalagins in the super fruit pomegranate (Punica granatum).,"Current efforts to develop effective skin lightening products through the inhibition of melanin production have focused on compounds that inhibit the function and activity of tyrosinase, the rate-limiting enzyme in the melanin biosynthesis pathway. Synthetic tyrosinase inhibitors, such as hydroquinone, kojic acid, and arbutin, have been reported to cause skin irritation or acute dermatitis, raising concerns about the safety of these compounds. As a result, there is a need for safe natural ingredients that show effective skin lightening. In this report, we have identified a natural ingredient, pomegranate fruit extract, that inhibits melanin production in melanocytes and shows potential for use as a cosmetic skin lightening agent. In addition, we have identified a polyphenolic compound, punicalagins, as the active melanin inhibitor in pomegranate fruit extract based on its capacity to directly inhibit melanin production.",2013,Journal of cosmetic science,hydroquinone,skin,unspecified,unspecified,kojic acid | arbutin,cosmetics product study | food/dietary exposure,,
25780963,Marginal vitiligo: an unusual depigmenting disorder.,"Marginal vitiligo, or inflammatory vitiligo with raised borders is a unique subset of vitiligo vulgaris presenting with scattered depigmented, pruritic patches surrounded by a raised, erythematous border. Alternative diagnoses include discoid lupus erythematosus and cutaneous T-cell lymphoma. To properly guide treatment, it is important to exclude other conditions that present with a similar pattern of depigmentation. This requires the ability to identify specific cutaneous and histologic clues that support this diagnosis. A 22 year-old man presented with a history of depigmented, pruritic patches and surrounding raised, erythematous borders. Several areas of depigmentation on the scalp were associated with alopecia. Punch biopsy of the rim of a patch was performed and sent for routine hematoxylin and eosin staining and direct immunofluorescence. Histopathology revealed a spongiotic dermatitis with superficial dermal lymphocytic infiltrate and eosinophils; DIF demonstrated no immunoreactants. A diagnosis of inflammatory vitiligo with raised borders was thus made based on consistent clinical and histopathologic features. The symptoms improved with topical clobetasol 0.05% cream twice daily.",2014,Dermatology online journal,hydroquinone,skin | blood,unspecified,unspecified,unspecified,skin/topical study | clinical/hospital study,,
24334193,Characterization of suspected illegal skin whitening cosmetics.,"An important group of suspected illegal cosmetics consists of skin bleaching products, which are usually applied to the skin of the face, hands and décolleté for local depigmentation of hyper pigmented regions or more importantly, for a generalized reduction of the skin tone. These cosmetic products are suspected to contain illegal active substances that may provoke as well local as systemic toxic effects, being the reason for their banning from the EU market. In that respect, illegal and restricted substances in cosmetics, known to have bleaching properties, are in particular hydroquinone, tretinoin and corticosteroids. From a legislative point of view, all cosmetic products containing a prohibited whitening agent are illegal and must be taken off the EU market. A newly developed screening method using ultra high performance liquid chromatography-time off flight-mass spectrometry allows routine analysis of suspected products. 163 suspected skin whitening cosmetics, collected by Belgian inspectors at high risk sites such as airports and so-called ethnic cosmetic shops, were analyzed and 59% were classified as illegal. The whitening agents mostly detected were clobetasol propionate and hydroquinone, which represent a serious health risk when repeatedly and abundantly applied to the skin.",2014,Journal of pharmaceutical and biomedical analysis,hydroquinone,skin,unspecified,unspecified,retinol,cosmetics product study | analytical/method study,,
24321702,Spectrometric analysis of mercury content in 549 skin-lightening products: is mercury toxicity a hidden global health hazard?,"Cosmetic skin lightening is practiced worldwide. Mercury is a well-documented melanotoxin added to some lightening products. However, mercury can cause many dermatologic, renal, and neurologic problems. The Food and Drug Administration limits the amount of mercury in cosmetic products to trace amounts, 1 ppm. The objective of this study was to quantitatively evaluate a large international sample of lightening products for mercury content, focusing on products available to US consumers either online or in stores. A total of 549 skin-lightening products, manufactured in 32 countries, were purchased online in the United States, Taiwan, and Japan and in stores in the United States, China, Taiwan, Thailand, Japan, and Sri Lanka. Cosmetics were screened for mercury content above 200 ppm using a low-cost portable x-ray fluorescence spectrometer. Of the 549 tested products, 6.0% (n = 33) contained mercury above 1000 ppm. In all, 45% of mercury-containing samples contained mercury in excess of 10,000 ppm. Of lightening products purchased in the United States, 3.3% were found to contain mercury in excess of 1000 ppm. Our study did not evaluate creams for other melanosuppressive ingredients. Only 1 sample of each product was tested. Our study confirms the national and global presence of mercury in skin-lightening products.",2014,Journal of the American Academy of Dermatology,hydroquinone,skin | kidney,unspecified,unspecified,unspecified,cosmetics product study | skin/topical study | analytical/method study,,
24307923,Open-label treatment of moderate or marked melasma with a 4% hydroquinone skin care system plus 0.05% tretinoin cream.,"To evaluate treating epidermal melasma using a 4% hydroquinone skin care system plus tretinoin 0.05% cream. Multicenter open-label study with all patients receiving above-mentioned treatment for up to 24 weeks. Private dermatology and plastic surgery clinics and clinical research facilities. Thirty-seven adult females with moderate or marked epidermal melasma, melasma pigmentation of mild-to-marked intensity and Fitzpatrick skin type III to VI. Melasma severity melasma pigmentation intensity melasma improvement, patient satisfaction, quality-of-life measures, erythema, dryness, peeling, burning/stinging. No patient discontinued due to lack of efficacy or treatment-related adverse events. Treatment was associated with a significant reduction from baseline in melasma severity and melasma pigmentation intensity from Week 4 onward (P≤0.001), and 100 percent of patients showed improvement from Week 8 onward. At Week 24, 100 percent of patients were ""satisfied"" or ""very satisfied"" with the overall effectiveness of their treatment. Patients' quality of life also improved (e.g., the proportion of patients feeling embarrassed or self-conscious about their skin ""a lot"" or ""very much"" declined from 78 percent at baseline to four percent at Week 24). Mean and median scores for erythema, dryness, peeling, and burning/stinging did not exceed trace levels. Treating moderate-to-severe melasma using the 4% hydroquinone skin care system plus 0.05% tretinoin can significantly reduce the severity of melasma and the intensity of melasma pigmentation within four weeks. Treatment was generally well tolerated and associated with an improved quality of life and high levels of patient satisfaction.",2013,The Journal of clinical and aesthetic dermatology,hydroquinone,skin,unspecified,unspecified,retinol,skin/topical study | clinical/hospital study,,
